TransactionID,InvoiceNo,StockCode,Quantity,Price,InvoiceDate,CustomerID
126,575956,21889,1,1.25,2011-11-13 12:17:00,14487.0
127,559507,79337,1,0.38,2011-07-08 15:22:00,15920.0
128,537765,22119,1,6.95,2010-12-08 12:08:00,14606.0
129,541219,21731,1,3.29,2011-01-14 14:06:00,Unknown
130,550615,84945,12,0.85,2011-04-19 12:41:00,16730.0
131,577438,21479,2,4.25,2011-11-20 11:09:00,18118.0
132,554823,23203,4,2.08,2011-05-26 14:20:00,16624.0
133,572103,84032A,1,2.95,2011-10-20 15:57:00,17571.0
134,564817,22712,1,0.83,2011-08-30 12:02:00,Unknown
135,561367,21670,3,3.29,2011-07-26 15:46:00,Unknown
136,560926,23317,1,19.96,2011-07-22 09:20:00,Unknown
137,552878,22907,12,0.85,2011-05-12 09:54:00,12625.0
138,544468,22169,2,8.5,2011-02-21 08:33:00,Unknown
139,558702,22699,1,2.95,2011-07-01 12:45:00,12748.0
140,544476,21908,2,2.1,2011-02-21 09:58:00,14796.0
141,546984,21065,2,5.95,2011-03-18 12:35:00,15019.0
142,546007,20979,1,2.46,2011-03-08 15:34:00,Unknown
143,562024,22616,1,0.83,2011-08-01 16:07:00,Unknown
144,567667,22456,1,9.96,2011-09-21 15:24:00,Unknown
145,559163,21577,1,1.63,2011-07-06 16:33:00,Unknown
146,540026,84313B,2,5.91,2011-01-04 13:25:00,Unknown
147,539740,22422,1,1.28,2010-12-21 15:20:00,Unknown
148,547703,21829,36,0.21,2011-03-24 17:10:00,12540.0
149,577076,22383,2,1.65,2011-11-17 15:08:00,14362.0
150,578676,22554,2,1.65,2011-11-24 19:07:00,16016.0
151,550651,22859,1,1.65,2011-04-19 16:52:00,15436.0
152,555570,22173,8,2.95,2011-06-05 15:36:00,15152.0
153,563155,21179,20,0.39,2011-08-12 11:48:00,13069.0
154,548558,22520,12,0.85,2011-04-01 10:05:00,13626.0
155,578834,22667,3,2.95,2011-11-25 15:32:00,18109.0
156,550155,71459,12,0.85,2011-04-14 14:54:00,14198.0
157,540473,21205,2,2.55,2011-01-07 14:31:00,17284.0
158,556280,21175,5,2.55,2011-06-09 20:03:00,14584.0
159,557625,23054,2,8.25,2011-06-21 14:23:00,15159.0
160,563030,21164,6,2.95,2011-08-11 14:36:00,14834.0
161,574959,23319,2,2.49,2011-11-08 10:09:00,17886.0
162,575177,21874,2,3.29,2011-11-08 18:41:00,Unknown
163,563614,22736,120,1.45,2011-08-18 08:51:00,12415.0
164,558630,22411,10,2.08,2011-06-30 18:07:00,15615.0
165,565316,85123A,12,2.95,2011-09-02 12:52:00,15628.0
166,572860,20725,10,1.65,2011-10-26 12:42:00,17470.0
167,541091,21673,18,1.25,2011-01-13 12:53:00,16814.0
168,551985,POST,1,15.0,2011-05-05 14:38:00,12395.0
169,553908,23209,20,1.65,2011-05-19 18:28:00,18177.0
170,559377,23283,17,0.0,2011-07-08 10:39:00,Unknown
171,552864,23200,10,2.08,2011-05-11 17:13:00,13235.0
172,562688,21500,25,0.42,2011-08-08 13:53:00,13869.0
173,543651,21790,12,0.85,2011-02-11 10:06:00,16306.0
174,546105,22556,4,1.65,2011-03-09 12:21:00,14662.0
175,570871,23004,4,0.83,2011-10-12 16:36:00,Unknown
176,572540,20713,2,4.13,2011-10-24 16:17:00,Unknown
177,575491,22633,1,2.1,2011-11-09 17:47:00,15531.0
178,559162,84596F,1,0.83,2011-07-06 16:29:00,Unknown
179,567853,22436,4,0.65,2011-09-22 13:31:00,15484.0
180,557955,22470,6,2.95,2011-06-23 18:59:00,16175.0
181,552656,23057,12,4.95,2011-05-10 14:46:00,12712.0
182,572653,84997C,2,4.15,2011-10-25 12:12:00,15861.0
183,546850,21507,12,0.42,2011-03-17 13:20:00,13268.0
184,555631,22473,2,4.95,2011-06-06 12:06:00,18118.0
185,545469,22722,12,3.95,2011-03-03 10:09:00,17646.0
186,576329,22356,8,1.63,2011-11-14 15:22:00,Unknown
187,570715,22419,12,0.42,2011-10-12 10:23:00,18287.0
188,562150,22750,8,3.75,2011-08-03 10:49:00,14132.0
189,549842,21175,12,2.55,2011-04-12 13:55:00,14738.0
190,541421,22925,1,11.63,2011-01-17 17:44:00,Unknown
191,572073,21175,1,2.55,2011-10-20 13:46:00,13263.0
192,556045,21559,6,2.55,2011-06-08 12:54:00,15764.0
193,548188,82494L,2,2.95,2011-03-29 15:12:00,13263.0
194,539281,84836,12,1.25,2010-12-16 15:45:00,18176.0
195,540968,72819,12,2.55,2011-01-12 13:40:00,17338.0
196,565855,22614,24,0.39,2011-09-07 13:30:00,15114.0
197,564760,21892,1,2.46,2011-08-30 10:47:00,Unknown
198,567973,23418,12,2.08,2011-09-23 10:17:00,13994.0
199,549316,21559,12,2.55,2011-04-08 09:54:00,12705.0
200,543985,22537,10,0.83,2011-02-15 09:44:00,Unknown
201,569640,23294,80,0.83,2011-10-05 12:25:00,12471.0
202,550301,85194L,36,0.85,2011-04-17 10:15:00,17243.0
203,574950,20750,1,16.63,2011-11-08 09:29:00,Unknown
204,538171,22750,1,3.75,2010-12-09 20:01:00,17530.0
205,537237,21577,1,5.06,2010-12-06 09:58:00,Unknown
206,572668,21524,1,8.25,2011-10-25 13:07:00,18045.0
207,C540847,22197,-2,0.85,2011-01-11 17:35:00,13458.0
208,560090,84910A,2,8.29,2011-07-14 16:46:00,Unknown
209,561247,84970S,24,0.85,2011-07-26 11:38:00,16592.0
210,536532,22557,36,1.65,2010-12-01 13:24:00,12433.0
211,578100,21212,24,0.55,2011-11-23 08:17:00,15814.0
212,574298,84946,2,2.46,2011-11-03 15:56:00,Unknown
213,555240,22917,2,0.65,2011-06-01 13:07:00,15039.0
214,542541,22751,1,7.46,2011-01-28 14:25:00,Unknown
215,567382,21328,12,1.65,2011-09-20 10:18:00,16215.0
216,565202,23168,2,1.25,2011-09-01 16:44:00,14482.0
217,541130,21928,2,4.96,2011-01-14 10:15:00,Unknown
218,568663,23397,4,9.95,2011-09-28 12:46:00,14440.0
219,571565,21213,24,0.55,2011-10-18 10:18:00,12720.0
220,560691,23206,10,1.65,2011-07-20 12:00:00,13136.0
221,579470,85049E,3,1.25,2011-11-29 15:06:00,16549.0
222,545902,22656,1,125.0,2011-03-07 17:55:00,15834.0
223,571119,23205,5,2.46,2011-10-14 09:04:00,Unknown
224,568396,22487,8,8.5,2011-09-27 10:24:00,16462.0
225,538177,90214L,1,0.85,2010-12-10 09:51:00,Unknown
226,574249,22080,5,1.65,2011-11-03 13:01:00,16347.0
227,539731,20750,48,6.35,2010-12-21 15:05:00,14646.0
228,565854,22613,24,0.85,2011-09-07 13:22:00,12490.0
229,571726,22983,12,0.42,2011-10-19 09:00:00,16191.0
230,547684,22098,12,1.25,2011-03-24 14:46:00,12408.0
231,574575,85071B,5,0.39,2011-11-04 17:03:00,14971.0
232,556784,22904,2,2.95,2011-06-14 13:15:00,14461.0
233,536876,10135,1,2.51,2010-12-03 11:36:00,Unknown
234,538177,82599,1,4.21,2010-12-10 09:51:00,Unknown
235,573025,47559B,2,1.25,2011-10-27 13:07:00,Unknown
236,561513,22798,3,2.95,2011-07-27 15:12:00,Unknown
237,558809,22844,1,16.63,2011-07-04 11:10:00,Unknown
238,537638,21931,3,4.21,2010-12-07 15:28:00,Unknown
239,566233,84929,24,0.19,2011-09-11 11:04:00,12635.0
240,566446,23339,1,4.13,2011-09-12 15:40:00,Unknown
241,537240,35961,10,1.66,2010-12-06 10:08:00,Unknown
242,546136,22374,1,8.29,2011-03-09 16:32:00,Unknown
243,548003,22361,6,2.95,2011-03-29 10:39:00,18044.0
244,577141,85099B,10,2.08,2011-11-18 09:11:00,13269.0
245,538634,22358,3,2.95,2010-12-13 13:28:00,14085.0
246,563842,48187,2,7.95,2011-08-19 13:54:00,13871.0
247,556092,22069,1,4.13,2011-06-08 15:25:00,Unknown
248,566869,23207,10,1.65,2011-09-15 13:20:00,13658.0
249,570685,75049L,36,1.25,2011-10-11 16:25:00,13208.0
250,C554203,85132C,-1,1.95,2011-05-23 12:14:00,14573.0
251,565441,85116,6,0.65,2011-09-04 14:08:00,13240.0
252,576372,23302,12,1.65,2011-11-15 08:32:00,15144.0
253,566233,21666,12,0.65,2011-09-11 11:04:00,12635.0
254,560078,21915,12,1.25,2011-07-14 16:12:00,16040.0
255,561201,23240,1,4.15,2011-07-25 15:08:00,14692.0
256,574726,85130D,2,0.79,2011-11-06 14:56:00,14664.0
257,552365,22989,2,3.25,2011-05-09 12:25:00,16440.0
258,543277,21877,6,1.25,2011-02-06 14:33:00,15808.0
259,554836,21888,4,3.75,2011-05-26 16:25:00,13015.0
260,568531,21124,2,1.25,2011-09-27 13:49:00,16713.0
261,541104,22141,1,4.13,2011-01-13 14:29:00,Unknown
262,563709,23203,6,2.08,2011-08-18 15:17:00,15472.0
263,542542,21244,8,1.69,2011-01-28 14:37:00,12431.0
264,547094,22560,24,1.25,2011-03-21 08:39:00,13934.0
265,572901,23266,4,1.25,2011-10-26 14:54:00,16332.0
266,560018,21713,1,2.1,2011-07-14 12:52:00,15987.0
267,554837,22470,3,2.95,2011-05-26 16:30:00,14584.0
268,554694,22380,1,4.13,2011-05-25 17:06:00,Unknown
269,548894,23078,3,2.46,2011-04-04 16:01:00,Unknown
270,559555,22609,36,0.19,2011-07-11 10:14:00,13678.0
271,545464,47593B,1,0.83,2011-03-03 09:10:00,Unknown
272,548516,22759,1,3.29,2011-03-31 16:28:00,Unknown
273,543237,21329,1,3.29,2011-02-04 13:39:00,Unknown
274,574950,22900,1,6.63,2011-11-08 09:29:00,Unknown
275,573315,22560,10,1.25,2011-10-28 17:27:00,17839.0
276,542893,22773,12,1.25,2011-02-01 13:36:00,18202.0
277,553191,22699,3,2.95,2011-05-15 13:22:00,13118.0
278,567297,23232,25,0.42,2011-09-19 12:27:00,15594.0
279,562163,21704,12,0.85,2011-08-03 12:06:00,15628.0
280,549257,22398,1,1.25,2011-04-07 12:29:00,14465.0
281,556932,23110,1,12.46,2011-06-15 15:41:00,Unknown
282,539453,22141,2,4.21,2010-12-17 17:08:00,Unknown
283,558684,22610,36,0.19,2011-07-01 11:29:00,14016.0
284,553006,20675,8,1.25,2011-05-12 16:45:00,15544.0
285,555162,22740,48,0.85,2011-06-01 10:15:00,12473.0
286,554964,22437,2,0.85,2011-05-27 15:57:00,15867.0
287,574481,84510C,1,1.25,2011-11-04 12:45:00,18022.0
288,561862,21647,2,2.1,2011-07-31 10:38:00,15569.0
289,579512,22666,2,5.79,2011-11-29 16:47:00,Unknown
290,555560,20838,12,0.85,2011-06-05 14:20:00,17346.0
291,544097,22189,12,3.95,2011-02-16 09:56:00,12455.0
292,555400,22424,11,10.95,2011-06-02 17:50:00,14088.0
293,558371,21934,6,3.29,2011-06-28 15:44:00,Unknown
294,552905,22903,6,2.95,2011-05-12 11:10:00,15974.0
295,557938,23096,1,3.29,2011-06-23 15:35:00,Unknown
296,574692,85038,6,2.1,2011-11-06 13:28:00,16771.0
297,541592,17012D,1,2.46,2011-01-19 15:08:00,Unknown
298,572050,23198,3,1.45,2011-10-20 12:23:00,17346.0
299,546429,21715,4,2.55,2011-03-13 15:25:00,17611.0
300,572464,23357,1,4.95,2011-10-24 13:08:00,17081.0
301,555515,23203,10,2.08,2011-06-05 10:47:00,17690.0
302,559553,22384,10,1.65,2011-07-11 09:23:00,16174.0
303,568134,84536A,1,0.83,2011-09-23 17:02:00,Unknown
304,574502,23242,1,2.08,2011-11-04 13:16:00,17274.0
305,546008,22792,48,1.63,2011-03-08 15:43:00,Unknown
306,540489,82482,6,2.55,2011-01-07 16:32:00,13593.0
307,546850,20726,10,1.65,2011-03-17 13:20:00,13268.0
308,557644,22445,1,5.79,2011-06-21 17:06:00,Unknown
309,559553,23216,12,1.25,2011-07-11 09:23:00,16174.0
310,C562811,23083,-48,3.29,2011-08-09 15:30:00,13217.0
311,565674,23425,6,2.49,2011-09-06 09:49:00,15271.0
312,554810,22487,1,9.95,2011-05-26 13:16:00,14816.0
313,576644,22757,1,2.46,2011-11-16 10:01:00,Unknown
314,558121,21169,12,1.69,2011-06-27 09:34:00,13453.0
315,574052,22174,1,1.65,2011-11-02 13:50:00,16706.0
316,561363,84997A,3,4.15,2011-07-26 15:42:00,17238.0
317,576339,22712,6,0.83,2011-11-14 15:27:00,14096.0
318,536592,20931,2,7.62,2010-12-01 17:06:00,Unknown
319,570268,22585,60,1.25,2011-10-10 10:16:00,13098.0
320,549190,22084,40,2.55,2011-04-07 10:13:00,13748.0
321,549561,22295,12,1.65,2011-04-10 13:36:00,13570.0
322,544453,22117,2,2.95,2011-02-20 13:06:00,17214.0
323,572924,22112,6,4.95,2011-10-27 08:56:00,13416.0
324,573038,22099,1,0.39,2011-10-27 13:48:00,17545.0
325,570211,15060B,2,3.75,2011-10-09 11:15:00,13558.0
326,561651,23253,1,33.29,2011-07-28 15:36:00,Unknown
327,541971,82551,2,2.46,2011-01-24 13:48:00,Unknown
328,555744,85032B,12,0.65,2011-06-07 10:44:00,18072.0
329,549155,90114,1,2.46,2011-04-06 17:08:00,Unknown
330,567183,23355,2,4.95,2011-09-18 15:32:00,14769.0
331,571558,22984,12,0.42,2011-10-18 09:30:00,17730.0
332,570467,22983,12,0.42,2011-10-10 16:06:00,12607.0
333,550500,22502,1,10.79,2011-04-18 15:26:00,Unknown
334,568193,82600,3,2.1,2011-09-25 14:37:00,17107.0
335,539437,22525,1,2.51,2010-12-17 14:54:00,Unknown
336,549690,20724,5,0.85,2011-04-11 13:41:00,17841.0
337,539455,84077,48,0.29,2010-12-17 17:17:00,12748.0
338,578936,22734,3,2.89,2011-11-27 13:00:00,16923.0
339,578270,22561,1,3.29,2011-11-23 13:39:00,14096.0
340,562354,22099,36,0.39,2011-08-04 13:15:00,17470.0
341,568721,22951,1,1.25,2011-09-28 16:24:00,Unknown
342,573585,22422,10,1.25,2011-10-31 14:41:00,Unknown
343,552667,21625,1,14.13,2011-05-10 15:05:00,Unknown
344,550199,22908,12,0.85,2011-04-15 10:20:00,16523.0
345,554511,20700,1,4.13,2011-05-24 15:52:00,Unknown
346,537645,DOT,1,607.96,2010-12-07 15:34:00,Unknown
347,555015,79163,48,0.39,2011-05-31 10:45:00,16558.0
348,576365,23526,14,14.95,2011-11-14 17:55:00,Unknown
349,538171,20774,2,1.65,2010-12-09 20:01:00,17530.0
350,550470,20733,3,0.83,2011-04-18 13:49:00,Unknown
351,569402,22457,6,2.95,2011-10-04 09:00:00,12413.0
352,554989,22990,3,4.95,2011-05-29 13:50:00,15897.0
353,563096,23205,10,0.85,2011-08-12 09:10:00,15544.0
354,570087,22941,1,16.63,2011-10-07 11:26:00,Unknown
355,558614,35924,3,1.63,2011-06-30 15:56:00,Unknown
356,572520,22228,12,0.39,2011-10-24 15:05:00,13165.0
357,562680,22384,2,1.65,2011-08-08 13:46:00,17954.0
358,579135,22835,1,4.95,2011-11-28 12:44:00,18096.0
359,544806,22983,12,0.42,2011-02-23 14:50:00,15932.0
360,551966,21904,1,2.1,2011-05-05 13:14:00,15356.0
361,548334,22497,4,4.25,2011-03-30 13:56:00,18108.0
362,538566,84378,2,2.51,2010-12-13 11:21:00,Unknown
363,550712,22087,12,2.95,2011-04-20 11:06:00,15159.0
364,541850,21683,6,2.95,2011-01-23 13:58:00,14224.0
365,554638,22384,6,1.65,2011-05-25 11:59:00,14810.0
366,552232,21555,1,2.46,2011-05-06 15:54:00,Unknown
367,561875,22733,36,1.25,2011-07-31 12:05:00,14885.0
368,553356,20727,10,1.65,2011-05-16 14:05:00,14038.0
369,544597,84971S,3,0.85,2011-02-21 17:42:00,16014.0
370,579146,22470,3,2.95,2011-11-28 13:14:00,16347.0
371,546218,48138,4,7.95,2011-03-10 12:11:00,14667.0
372,537643,22525,1,3.36,2010-12-07 15:34:00,Unknown
373,569222,22749,3,3.75,2011-10-02 13:46:00,15906.0
374,543196,21503,25,0.42,2011-02-04 12:29:00,13309.0
375,545869,21175,6,2.55,2011-03-07 14:45:00,17162.0
376,560780,22086,1,6.63,2011-07-21 09:31:00,Unknown
377,561209,22698,1,5.79,2011-07-25 16:57:00,Unknown
378,560024,37450,2,2.95,2011-07-14 13:00:00,15005.0
379,573921,22666,6,2.95,2011-11-02 08:44:00,16352.0
380,557217,82582,12,2.1,2011-06-17 12:30:00,17426.0
381,540826,22880,12,0.42,2011-01-11 14:00:00,13102.0
382,536797,22866,12,2.1,2010-12-02 15:49:00,16770.0
383,565920,22398,12,0.39,2011-09-08 08:56:00,15298.0
384,564145,21985,24,0.29,2011-08-23 12:18:00,14329.0
385,570488,22113,2,7.46,2011-10-10 17:12:00,14096.0
386,569401,84832,12,0.85,2011-10-04 08:56:00,15111.0
387,566396,23175,12,3.25,2011-09-12 12:51:00,14292.0
388,572676,23502,12,1.25,2011-10-25 13:30:00,16258.0
389,565411,23202,2,2.08,2011-09-04 11:22:00,13772.0
390,562566,22131,6,1.95,2011-08-07 10:55:00,16954.0
391,564817,85039B,1,1.63,2011-08-30 12:02:00,Unknown
392,568040,22627,4,8.5,2011-09-23 12:09:00,12681.0
393,578844,20931,1,7.46,2011-11-25 16:14:00,Unknown
394,567542,21671,12,1.45,2011-09-21 10:16:00,16626.0
395,541681,22508,4,3.75,2011-01-20 14:24:00,13008.0
396,548552,85123A,12,2.95,2011-04-01 09:06:00,17613.0
397,547938,21851,3,4.95,2011-03-28 14:33:00,13901.0
398,C570828,90018A,-1,4.25,2011-10-12 13:15:00,14911.0
399,550015,21479,4,3.75,2011-04-14 10:54:00,17735.0
400,563928,47593B,4,0.39,2011-08-21 15:17:00,17059.0
401,536612,21071,6,1.06,2010-12-02 09:44:00,17850.0
402,563137,22428,1,6.95,2011-08-12 11:22:00,14534.0
403,578844,21739,2,2.46,2011-11-25 16:14:00,Unknown
404,550205,22723,1,8.29,2011-04-15 10:37:00,Unknown
405,572282,23205,2,0.85,2011-10-23 11:39:00,17634.0
406,567709,22079,10,1.65,2011-09-22 09:53:00,15239.0
407,546426,85194S,8,0.65,2011-03-13 13:46:00,13708.0
408,572464,23554,1,12.5,2011-10-24 13:08:00,17081.0
409,574883,21356,3,1.25,2011-11-07 13:56:00,14623.0
410,541827,85186C,2,0.83,2011-01-21 17:05:00,Unknown
411,573553,21169,2,4.13,2011-10-31 13:48:00,Unknown
412,555277,22980,1,3.29,2011-06-01 17:30:00,Unknown
413,540154,85088,3,1.66,2011-01-05 11:30:00,Unknown
414,569220,23203,2,2.08,2011-10-02 13:26:00,16007.0
415,542115,22719,2,2.46,2011-01-25 14:01:00,Unknown
416,544368,22523,6,0.85,2011-02-18 11:27:00,14057.0
417,569215,23296,4,1.25,2011-10-02 12:30:00,13571.0
418,559816,21803,1,0.42,2011-07-12 16:11:00,Unknown
419,C575578,22568,-2,3.75,2011-11-10 11:48:00,15358.0
420,543349,20767,3,2.55,2011-02-07 13:13:00,17774.0
421,553876,22896,6,2.55,2011-05-19 14:45:00,16463.0
422,551774,20754,1,2.1,2011-05-04 11:12:00,14606.0
423,545585,22386,10,1.95,2011-03-04 09:32:00,12541.0
424,571082,23344,2,4.13,2011-10-13 15:25:00,Unknown
425,545895,21033,1,4.13,2011-03-07 17:14:00,Unknown
426,539333,22908,12,0.85,2010-12-17 09:52:00,13627.0
427,544912,21213,24,0.55,2011-02-24 15:12:00,18198.0
428,538517,22940,2,4.25,2010-12-12 16:05:00,17618.0
429,558837,22381,1,4.96,2011-07-04 11:58:00,Unknown
430,565412,21209,96,0.39,2011-09-04 11:36:00,14156.0
431,577506,23557,1,12.5,2011-11-20 12:40:00,13212.0
432,549910,23176,1,2.25,2011-04-12 17:12:00,16697.0
433,565439,23147,12,1.45,2011-09-04 13:56:00,14852.0
